ID,Dispositivo,Marca,Modelo,Tipo,Componente_Fallido,Error_Especifico,Diagnostico,Severidad,Solucion_Recomendada,Estado,Costo_Estimado_USD,Tiempo_Reparacion_Horas
1307,Tablet,Samsung,Galaxy Tab S9 Ultra,Gaming,Disco Duro/SSD,"SSD con firmware corrupto, no monta partición","Diagnóstico general: SSD con firmware corrupto, no monta partición. Se requiere revisión técnica especializada.",Media,Ejecutar CHKDSK y reparación de sectores. Monitorear SMART diariamente.,Garantía vigente,139.65,1.1
1308,Computadora,Acer,Aspire TC,Mini PC,Conectividad,Módulo WiFi/Bluetooth no detectado en BIOS,Fallo en firmware BIOS. Módulo WiFi/Bluetooth no detectado en BIOS. Se recomienda reemplazo de chip BIOS.,Media,Actualizar drivers y firmware. Verificar configuración de red.,Garantía vigente,58.81,1.6
1309,Computadora,HP,HP 290 G9,Torre,Sistema Operativo,"DLL faltante, aplicaciones no abren","Diagnóstico general: DLL faltante, aplicaciones no abren. Se requiere revisión técnica especializada.",Media,Restaurar sistema a punto anterior. Eliminar software problemático.,En diagnóstico,60.25,7.3
1310,Computadora,Apple,iMac 24 M3,Micro,Fuente de Poder,"Fuente hace ruido eléctrico, capacitor dañado","Diagnóstico general: Fuente hace ruido eléctrico, capacitor dañado. Se requiere revisión técnica especializada.",Media,Verificar conexiones y cables. Probar con fuente de respaldo.,Reparable,67.56,6.1
1311,Tablet,Huawei,MatePad Paper,eReader,Puertos,"Puerto de carga suelto, conexión intermitente","Diagnóstico general: Puerto de carga suelto, conexión intermitente. Se requiere revisión técnica especializada.",Media,Limpiar puerto con aire comprimido. Verificar drivers del controlador USB.,En diagnóstico,172.17,3.8
1312,Laptop,Apple,MacBook Pro 14 M3,Workstation,RAM,Memoria RAM causa artefactos visuales en pantalla,Problema de memoria. Memoria RAM causa artefactos visuales en pantalla. Revisar slots y limpieza de contactos con alcohol isopropílico.,Media,Limpiar contactos con alcohol isopropílico. Reubicar módulos en slots diferentes.,Reparable,85.23,2.9
1313,Laptop,Acer,Swift 3,Workstation,Motherboard,"Motherboard con condensadores inflados, inestabilidad","Motherboard con daño eléctrico. Motherboard con condensadores inflados, inestabilidad. Inspeccionar con microscopio y multímetro.",Media,Reparar pista o componente específico. Verificar todos los circuitos de alimentación.,En diagnóstico,365.45,6.0
1314,Laptop,Apple,MacBook Air M2,Ultrabook,RAM,"RAM sobrecalentada, thermal throttling frecuente","Error de memoria RAM. RAM sobrecalentada, thermal throttling frecuente. Verificar compatibilidad y velocidad de módulos.",Alta,Reemplazar módulo RAM dañado. Probar con módulo nuevo en slot afectado.,Requiere reemplazo de componente,73.68,2.6
1315,Laptop,Dell,Vostro 3520,Workstation,BIOS,BIOS no detecta tarjeta gráfica dedicada,Diagnóstico: Corrupción de BIOS. BIOS no detecta tarjeta gráfica dedicada. Procedimiento: Reflashing con método de recuperación del fabricante.,Media,Reset de CMOS y reconfiguración de BIOS. Actualizar a última versión estable.,Reparable,102.35,3.1
1316,Laptop,Huawei,MateBook E Go,Chromebook,Pantalla,"Flickering solo con batería, regulador de voltaje defectuoso","Batería degradada. Flickering solo con batería, regulador de voltaje defectuoso. Verificar con diagnóstico de fabricante.",Alta,Reemplazar panel o componente de backlight. Cotizar reparación vs equipo nuevo.,Requiere reemplazo de componente,333.93,14.2
1317,Computadora,ASUS,ROG Strix G10,Torre,Motherboard,"Filtro de EMI dañado, interferencia en audio/video","Audio no funcional. Filtro de EMI dañado, interferencia en audio/video. Reinstalar drivers Realtek/AMD y verificar servicios de audio.",Crítica,Reemplazo de placa madre. Evaluar costo vs equipo nuevo. Rescatar componentes reutilizables.,En diagnóstico,150.59,9.9
1318,Tablet,Xiaomi,Pad 6,Profesional,Batería,Error de comunicación entre batería y ACPI,Problema de energía de batería. Error de comunicación entre batería y ACPI. Evaluar seguridad de uso continuo.,Crítica,Retirar batería inmediatamente por seguridad (inflamación). Usar solo con cargador.,En diagnóstico,105.34,14.7
1319,Computadora,MSI,Infinite RS 13th,Torre,GPU,"Driver de GPU no instala, hardware no compatible","Fallo en procesador gráfico. Driver de GPU no instala, hardware no compatible. Verificar temperatura y reflow si es BGA.",Alta,Reflow o reball de GPU. Reemplazar pasta térmica. Verificar alimentación.,En diagnóstico,272.54,10.0
1320,Laptop,Acer,Aspire 3,Económica,Fuente de Poder,Fuente no suministra suficiente energía a GPU dedicada,Fallo en procesador gráfico. Fuente no suministra suficiente energía a GPU dedicada. Verificar temperatura y reflow si es BGA.,Crítica,Reemplazo inmediato de fuente. No intentar reparar por riesgo eléctrico.,Fuera de servicio,40.06,13.6
1321,Laptop,Huawei,MateBook E Go,Empresarial,RAM,"Beep code 2 pitidos, error de parity check en RAM","Inestabilidad por RAM defectuosa. Beep code 2 pitidos, error de parity check en RAM. Probar módulos individualmente para aislar el dañado.",Crítica,Reemplazo inmediato de módulo RAM defectuoso. Verificar compatibilidad con placa madre.,Requiere reemplazo de componente,47.4,29.7
1322,Computadora,Acer,Aspire XC,Gaming,GPU,"Pantalla azul VIDEO_TDR_FAILURE, GPU dedicada fallida","Display con defecto. Pantalla azul VIDEO_TDR_FAILURE, GPU dedicada fallida. Reemplazo de panel recomendado si costo es viable.",Media,Reinstalar drivers con DDU. Verificar temperatura y ventilación de GPU.,Reparable,505.13,7.1
1323,Tablet,Amazon,Fire HD 10,Económica,Pantalla,"Pantalla con ghosting, retardo de respuesta del panel","Problema de display detectado. Pantalla con ghosting, retardo de respuesta del panel. Evaluar reemplazo de panel o componentes asociados.",Media,Reemplazar cable flex o inverter. Verificar conexión al motherboard.,Garantía vigente,312.66,4.0
1324,Laptop,ASUS,ROG Zephyrus G14,Gaming,Pantalla,"Pantalla con color amarillento, perfil de color corrupto","Display con defecto. Pantalla con color amarillento, perfil de color corrupto. Reemplazo de panel recomendado si costo es viable.",Alta,Reemplazar panel o componente de backlight. Cotizar reparación vs equipo nuevo.,Reparable,167.61,5.5
1325,Computadora,HP,ProDesk 400 G7,Micro,Conectividad,"Bluetooth no empareja dispositivos, stack dañado","Diagnóstico general: Bluetooth no empareja dispositivos, stack dañado. Se requiere revisión técnica especializada.",Alta,Reinstalar drivers. Verificar antenas internas. Reemplazar módulo M.2 si aplica.,Requiere reemplazo de componente,89.64,8.9
1326,Laptop,Dell,Alienware m16,Premium,Teclado,Tecla espacio no responde en zona central,Diagnóstico general: Tecla espacio no responde en zona central. Se requiere revisión técnica especializada.,Media,Limpiar contacto de teclas afectadas. Verificar flex de conexión.,Reparable,31.09,2.5
1327,Laptop,Lenovo,ThinkPad E14,Premium,Disco Duro/SSD,"Disco duro externo no monta, controlador USB-SATA fallido","Diagnóstico general: Disco duro externo no monta, controlador USB-SATA fallido. Se requiere revisión técnica especializada.",Baja,Ejecutar optimización de disco. Liberar espacio en SSD para mejorar rendimiento.,En diagnóstico,154.68,3.2
1328,Computadora,Huawei,MateStation X,Mini PC,Batería,Batería no detectada por el sistema operativo,Batería en estado crítico. Batería no detectada por el sistema operativo. Retirar si está inflada por riesgo de seguridad.,Media,Calibrar batería siguiendo procedimiento del fabricante. Verificar ciclo de carga.,En diagnóstico,146.6,4.3
1329,Laptop,ASUS,ZenBook Pro 16,Ultrabook,Motherboard,Circuito de protección de sobretensión activado permanentemente,Diagnóstico general: Circuito de protección de sobretensión activado permanentemente. Se requiere revisión técnica especializada.,Media,Reparar pista o componente específico. Verificar todos los circuitos de alimentación.,Garantía vigente,178.87,5.1
1330,Laptop,Samsung,Galaxy Book2 Pro,2 en 1,GPU,"Cuelgues al usar aplicaciones 3D, GPU sobrecalentada","Fallo en procesador gráfico. Cuelgues al usar aplicaciones 3D, GPU sobrecalentada. Verificar temperatura y reflow si es BGA.",Alta,Reflow o reball de GPU. Reemplazar pasta térmica. Verificar alimentación.,En diagnóstico,583.18,18.4
1331,Laptop,MSI,Modern 14,Chromebook,RAM,"Pantalla azul IRQL_NOT_LESS_OR_EQUAL, corrupción en RAM","Fallo de memoria detectado. Pantalla azul IRQL_NOT_LESS_OR_EQUAL, corrupción en RAM. Se recomienda reemplazar módulo defectuoso.",Crítica,Reemplazo inmediato de módulo RAM defectuoso. Verificar compatibilidad con placa madre.,Fuera de servicio,52.34,4.7
1332,Computadora,Apple,iMac 24 M3,Gaming,GPU,"Artefactos gráficos en pantalla, memoria VRAM dañada","Inestabilidad por RAM defectuosa. Artefactos gráficos en pantalla, memoria VRAM dañada. Probar módulos individualmente para aislar el dañado.",Media,Reinstalar drivers con DDU. Verificar temperatura y ventilación de GPU.,Reparable,310.13,7.5
1333,Tablet,Xiaomi,Pad 6 Pro,Económica,GPU,"Driver de GPU no instala, hardware no compatible","Fallo en procesador gráfico. Driver de GPU no instala, hardware no compatible. Verificar temperatura y reflow si es BGA.",Alta,Reflow o reball de GPU. Reemplazar pasta térmica. Verificar alimentación.,En diagnóstico,173.35,4.7
1334,Laptop,ASUS,ProArt StudioBook,Workstation,Fuente de Poder,Ruido de bobina en fuente bajo carga pesada,Diagnóstico general: Ruido de bobina en fuente bajo carga pesada. Se requiere revisión técnica especializada.,Baja,Monitorear voltajes. Considerar reemplazo preventivo.,En diagnóstico,98.15,0.5
1335,Computadora,Apple,Mac mini M2,Workstation,Disco Duro/SSD,Error INACCESSIBLE_BOOT_DEVICE al iniciar Windows,Diagnóstico general: Error INACCESSIBLE_BOOT_DEVICE al iniciar Windows. Se requiere revisión técnica especializada.,Alta,Respaldar datos y reemplazar disco. Ejecutar recuperación con herramientas especializadas.,En diagnóstico,220.97,8.3
1336,Laptop,Samsung,Galaxy Book2 Pro,Ultrabook,Disco Duro/SSD,SMART warning: Reallocated Sector Count excedido,Diagnóstico general: SMART warning: Reallocated Sector Count excedido. Se requiere revisión técnica especializada.,Crítica,Clonar disco inmediatamente si es posible. Reemplazo urgente de unidad. Recuperación de datos profesional.,Requiere reemplazo de componente,63.79,25.9
1337,Laptop,Toshiba,Tecra A50,Premium,RAM,"SODIMM RAM con pines dañados, contacto intermitente","Diagnóstico: Memoria RAM con errores. SODIMM RAM con pines dañados, contacto intermitente. Ejecutar MemTest86 para confirmar sector dañado.",Crítica,Reemplazo inmediato de módulo RAM defectuoso. Verificar compatibilidad con placa madre.,Requiere reemplazo de componente,90.76,42.1
1338,Computadora,Dell,Vostro 3710,SFF,Fuente de Poder,"PC no arranca, protección de sobrecorriente activada","Diagnóstico general: PC no arranca, protección de sobrecorriente activada. Se requiere revisión técnica especializada.",Media,Verificar conexiones y cables. Probar con fuente de respaldo.,Reparable,50.4,5.1
1339,Tablet,Lenovo,Tab M10 Plus,Estándar,Disco Duro/SSD,"Disco duro con PCB quemada, no recibe alimentación","Diagnóstico general: Disco duro con PCB quemada, no recibe alimentación. Se requiere revisión técnica especializada.",Crítica,Clonar disco inmediatamente si es posible. Reemplazo urgente de unidad. Recuperación de datos profesional.,Requiere reemplazo de componente,75.35,46.2
1340,Laptop,Huawei,MateBook 14s,Chromebook,Sistema Operativo,Error CRITICAL_PROCESS_DIED al iniciar,Diagnóstico general: Error CRITICAL_PROCESS_DIED al iniciar. Se requiere revisión técnica especializada.,Alta,Reparación de arranque con herramientas de recuperación. SFC y DISM.,Requiere reemplazo de componente,26.02,11.4
1341,Laptop,Samsung,Galaxy Book3 Ultra,Gaming,Conectividad,"WiFi no enciende, switch físico o función FN dañada","Diagnóstico general: WiFi no enciende, switch físico o función FN dañada. Se requiere revisión técnica especializada.",Baja,Resetear adaptador de red. Olvidar y reconectar redes WiFi.,Garantía vigente,78.48,1.6
1342,Laptop,MSI,Raider GE78,Premium,RAM,RAM causa corrupción de archivos en disco,Fallo de memoria detectado. RAM causa corrupción de archivos en disco. Se recomienda reemplazar módulo defectuoso.,Baja,Ejecutar diagnóstico de memoria extendido. Monitorear en próximos días.,Reparable,83.92,0.6
1343,Computadora,Lenovo,IdeaCentre AIO 3,Workstation,Teclado,"Tecla se queda presionada, contacto pegajoso","Diagnóstico general: Tecla se queda presionada, contacto pegajoso. Se requiere revisión técnica especializada.",Baja,Limpiar tecla específica o reemplazar keycap. Verificar configuración de idioma.,Garantía vigente,80.09,2.9
1344,Computadora,Gigabyte,AORUS Model S,Workstation,BIOS,BIOS no detecta tarjeta gráfica dedicada,Diagnóstico: Corrupción de BIOS. BIOS no detecta tarjeta gráfica dedicada. Procedimiento: Reflashing con método de recuperación del fabricante.,Media,Reset de CMOS y reconfiguración de BIOS. Actualizar a última versión estable.,En diagnóstico,57.42,6.4
1345,Laptop,Acer,Aspire 7,Premium,Conectividad,"Velocidad WiFi muy lenta, antena interna dañada","Diagnóstico general: Velocidad WiFi muy lenta, antena interna dañada. Se requiere revisión técnica especializada.",Crítica,"Reemplazo de módulo WiFi/Bluetooth. Si es integrado, usar adaptador USB.",En diagnóstico,54.48,27.1
1346,Tablet,Xiaomi,Pad 6,Estándar,RAM,Pantalla azul MEMORY_MANAGEMENT al usar múltiples aplicaciones,Display con defecto. Pantalla azul MEMORY_MANAGEMENT al usar múltiples aplicaciones. Reemplazo de panel recomendado si costo es viable.,Alta,Reemplazar módulo RAM dañado. Probar con módulo nuevo en slot afectado.,En diagnóstico,61.72,19.0
1347,Tablet,Microsoft,Surface Pro 10,Educacional,Motherboard,Motherboard con corrosión por líquido derramado,Diagnóstico: Memoria RAM con errores. Motherboard con corrosión por líquido derramado. Ejecutar MemTest86 para confirmar sector dañado.,Media,Reparar pista o componente específico. Verificar todos los circuitos de alimentación.,Reparable,178.33,7.6
1348,Laptop,ASUS,ProArt StudioBook,Premium,Teclado,"Fn keys no funcionan, controlador ACPI dañado","Diagnóstico general: Fn keys no funcionan, controlador ACPI dañado. Se requiere revisión técnica especializada.",Media,Limpiar contacto de teclas afectadas. Verificar flex de conexión.,Garantía vigente,118.74,7.7
1349,Laptop,Dell,Inspiron 16 5000,Empresarial,BIOS,"Configuración BIOS se resetea al apagar, batería CMOS agotada","Diagnóstico: Corrupción de BIOS. Configuración BIOS se resetea al apagar, batería CMOS agotada. Procedimiento: Reflashing con método de recuperación del fabricante.",Baja,Actualizar BIOS a la última versión disponible. Reemplazar batería CMOS si es necesario.,En diagnóstico,131.75,1.0
1350,Tablet,Lenovo,Tab M8,2 en 1,Sistema Operativo,Blue screen SYSTEM_SERVICE_EXCEPTION en Windows 11,Diagnóstico general: Blue screen SYSTEM_SERVICE_EXCEPTION en Windows 11. Se requiere revisión técnica especializada.,Media,Restaurar sistema a punto anterior. Eliminar software problemático.,En diagnóstico,79.88,4.2
1351,Laptop,HP,ProBook 450,2 en 1,Teclado,"Teclado repite caracteres, debounce defectuoso","Problema de teclado. Teclado repite caracteres, debounce defectuoso. Probar con teclado externo para confirmar diagnóstico.",Alta,Reemplazar teclado completo. Verificar si hay daño adicional por líquido.,Requiere reemplazo de componente,142.17,22.7
